song_name;song_popularity;song_duration_ms;acousticness;danceability;energy;key;liveness;audio_mode;speechiness;tempo;time_signature;audio_valence
The Girl From Ipanema - Stereo Version;50;325506;0.888;0.66;0.124;5;0.111;0;0.0496;12.991.899.999.999.900;4;0.36200000000000004
Oye Mi Amor;63;263306;0.0102;0.5429999999999999;0.903;11;0.0862;0;0.039;162.241;4;0.9620000000000001
LatinoamÃ©rica;68;301426;0.59;0.691;0.805;2;0.0975;0;0.0947;142.503;3;0.866
Soy un TruhÃ¡n; Soy un SeÃ±or;50;183546;0.565;0.5760000000000001;0.0;0;-5.181;1;0.0321;98.855;4
Mediterraneo;60;205226;0.599;0.545;0.59;9;0.0916;0;0.0813;100.835;3;0.583
Gracias a la Vida;52;278040;0.8109999999999999;0.649;0.14400000000000002;0;0.08900000000000001;1;0.0522;119.193;4;0.264
La Cumparsita;42;193800;0.9079999999999999;0.57;0.301;7;0.12300000000000001;1;0.0518;118.337;4;0.431
Paloma negra;50;195533;0.853;0.39;0.263;2;0.21899999999999997;1;0.0394;80.332;1;0.446
El Rey;40;128386;0.386;0.337;0.55;9;0.298;1;0.0502;18.311.700.000.000.000;4;0.851
Feliz Navidad;57;182226;0.5479999999999999;0.514;0.83;2;0.321;1;0.0391;148.806;4;0.9640000000000001
All Along the Watchtower;78;240800;0.00255;0.43799999999999994;0.805;8;0.0842;1;0.0624;11.325.299.999.999.900;4;0.564
My Generation - Stereo Version;69;198706;0.32799999999999996;0.397;0.785;2;0.0621;0;0.0545;96.333;4;0.6459999999999999
(I Can't Get No) Satisfaction;48;222746;0.00037999999999999997;0.735;0.82;2;0.0983;1;0.0494;135.586;4;0.8590000000000001
Hello; I Love You;63;133200;0.028999999999999998;0.597;0.0;11;-14.144;0;0.0425;117.835;4
Whole Lotta Love;77;333893;0.0484;0.41200000000000003;0.902;9;0.405;1;0.405;89.74;4;0.42200000000000004
Hey Jude - Remastered 2015;77;425653;0.0112;0.386;0.607;10;0.08800000000000001;1;0.0261;147.207;4;0.532
White Room;71;303200;0.23;0.547;0.58;2;0.0569;0;0.0293;10.982.700.000.000.000;4;0.505
You Really Got Me - Mono Mix;71;134253;0.493;0.573;0.9390000000000001;8;0.0994;1;0.0808;137.382;4;0.963
Surfin' U.S.A. - Remastered;70;149373;0.6609999999999999;0.55;0.8540000000000001;3;0.11199999999999999;1;0.036000000000000004;159.231;4;0.965
Oh; Pretty Woman;71;178933;0.715;0.619;0.0;9;-9.481;1;0.0342;127.432;4
Back In The U.S.S.R. - 2018 Mix;61;163466;0.0010199999999999999;0.51;0.893;9;0.201;1;0.0342;142.657;4;0.934
For What It's Worth;75;153693;0.406;0.653;0.519;2;0.10099999999999999;1;0.0497;98.883;4;0.8220000000000001
Fortunate Son;81;140773;0.201;0.64;0.6629999999999999;0;0.152;1;0.0374;132.77;4;0.6629999999999999
Born To Be Wild - Single Version;67;212893;0.273;0.439;0.737;2;0.228;1;0.115;145.942;4;0.5329999999999999
House Of The Rising Sun;70;271280;0.00038500000000000003;0.295;0.584;9;0.0996;0;0.0345;117.2;3;0.228
Louie Louie;68;165381;0.102;0.623;0.7090000000000001;1;0.0967;0;0.0636;12.239.399.999.999.900;4;0.948
I Heard It Through The Grapevine - Single Version (Mono);61;193493;0.255;0.735;0.52;11;0.106;1;0.0371;118.441;4;0.688
Crimson And Clover - Single Version;56;208666;0.255;0.41200000000000003;0.59;11;0.177;1;0.0701;85.824;4;0.653
Evil Ways;59;238266;0.22;0.7040000000000001;0.528;5;0.14;1;0.0358;11.747.200.000.000.000;4;0.73
Purple Haze;71;170813;0.008759999999999999;0.5329999999999999;0.905;2;0.0698;1;0.0754;108.9;4;0.486
California Dreamin' - Single Version;73;162373;0.35200000000000004;0.552;0.616;1;0.0501;0;0.0346;11.244.200.000.000.000;4;0.667
Like a Rolling Stone;72;369600;0.7290000000000001;0.483;0.721;0;0.18899999999999997;1;0.032;9.526.100.000.000.000;4;0.562
Suite: Judy Blue Eyes - Remastered;64;444053;0.469;0.451;0.364;9;0.19699999999999998;1;0.0436;15.420.600.000.000.000;4;0.298
Turn! Turn! Turn! (To Everything There Is a Season);65;229360;0.135;0.452;0.818;2;0.052000000000000005;1;0.0439;12.447.399.999.999.900;4;0.755
I Saw Her Standing There - Remastered 2009;68;173946;0.27;0.491;0.8009999999999999;4;0.0665;1;0.0361;160.109;4;0.971
Light My Fire;71;429760;0.369;0.413;0.725;3;0.0905;0;0.0324;124.618;4;0.44
Pinball Wizard;69;180943;0.0192;0.537;0.716;2;0.245;1;0.038;12.287.299.999.999.900;4;0.452
The Sounds of Silence;54;184880;0.165;0.436;0.375;6;0.294;1;0.0284;10.738.600.000.000.000;4;0.49
Green Onions;66;176333;0.767;0.816;0.514;10;0.0899;1;0.0339;13.683.700.000.000.000;4;0.912
Sweet Caroline - Single Version;58;201800;0.505;0.556;0.161;11;0.28;1;0.0297;12.653.399.999.999.900;4;0.588
Good Lovin' - Single Version;52;150906;0.00206;0.252;0.507;2;0.325;1;0.0442;19.649.400.000.000.000;4;0.816
The Twist;60;153760;0.20199999999999999;0.5329999999999999;0.638;4;0.0729;1;0.0341;15.666.299.999.999.900;4;0.937
Sunshine Of Your Love;72;250000;0.475;0.684;0.48100000000000004;2;0.11800000000000001;1;0.0384;11.507.799.999.999.900;4;0.784
Hit the Road Jack;13;120173;0.7140000000000001;0.599;0.7040000000000001;8;0.521;0;0.243;173.043;4;0.95
Proud Mary;30;187213;0.13;0.6990000000000001;0.6409999999999999;2;0.0601;1;0.0289;120.745;4;0.728
Dazed And Confused;63;386373;0.044000000000000004;0.271;0.5529999999999999;2;0.0999;1;0.0472;86.762;3;0.433
Summertime Blues;37;226906;0.462;0.456;0.514;7;0.268;0;0.053;138.377;4;0.657
I Want To Hold Your Hand - Remastered 2015;74;145746;0.386;0.49;0.715;7;0.311;1;0.0476;130.726;4;0.866
Runaround Sue;64;171600;0.451;0.364;0.607;2;0.251;1;0.125;79.987;4;0.598
All Day and All of the Night - 2014 Remastered Version;38;142480;0.498;0.551;0.9540000000000001;7;0.0884;1;0.0814;136.862;4;0.685
River Deep - Mountain High;51;214880;0.792;0.36;0.757;3;0.147;1;0.0405;83.865;4;0.341
Summer in the City - Remastered;63;160306;0.0592;0.423;0.6809999999999999;10;0.0889;1;0.0397;110.461;4;0.5589999999999999
Jumpin' Jack Flash - Mono / Remastered;21;219466;0.047;0.6;0.897;3;0.0672;1;0.0477;137.375;4;0.6759999999999999
Foxey Lady;62;198773;0.0751;0.507;0.847;1;0.37200000000000005;0;0.0411;98.096;4;0.5660000000000001
Somebody to Love;69;174840;0.408;0.504;0.578;4;0.321;1;0.031;132.411;4;0.654
Time Has Come Today;53;290933;0.0252;0.528;0.514;2;0.0725;1;0.133;12.287.200.000.000.000;4;0.44
Heart Full of Soul;63;147893;0.22899999999999998;0.494;0.6659999999999999;9;0.0469;0;0.0351;140.832;4;0.6990000000000001
Do You Believe in Magic?;66;125826;0.218;0.552;0.742;0;0.33899999999999997;1;0.0454;138.591;4;0.7509999999999999
Paint It; Black - Mono;67;204480;0.0103;0.505;0.0771;5;-73.839.999.999.999.900;0;0.10099999999999999;15.966.899.999.999.900;4
Good Vibrations - Remastered;70;219026;0.326;0.396;0.473;10;0.109;0;0.0345;13.344.899.999.999.900;4;0.385
Psychotic Reaction;55;185523;0.000242;0.34600000000000003;0.75;11;0.271;1;0.10300000000000001;16.503.599.999.999.900;4;0.667
Yesterday - Remastered 2009;74;125666;0.879;0.332;0.179;5;0.0886;1;0.0326;96.529;4;0.315
Nights In White Satin - Single Version / Mono Mix;66;269106;0.465;0.195;0.483;4;0.0686;0;0.03;84.71;4;0.17300000000000001
Space Oddity - 2015 Remastered Version;72;318813;0.0748;0.299;0.44299999999999995;0;0.177;1;0.0346;139.539;4;0.434
Magic Carpet Ride;68;271573;0.142;0.64;0.6509999999999999;4;0.0341;0;0.0517;111.676;4;0.8009999999999999
Needles and Pins - Mono;58;131360;0.0546;0.565;0.953;9;0.0637;1;0.0393;124.287;4;0.887
The Weight - Remastered;55;278626;0.225;0.63;0.519;9;0.0974;1;0.0528;143.942;4;0.502
Bring It On Home to Me;71;162533;0.778;0.523;0.402;0;0.43200000000000005;1;0.0305;70.863;4;0.675
Bad Moon Rising;71;141600;0.0543;0.6409999999999999;0.774;2;0.0473;1;0.0278;89.787;4;0.9420000000000001
Crying;59;166466;0.758;0.35;0.293;2;0.10400000000000001;1;0.0258;96.685;4;0.162
Revolution - Remastered;67;205293;0.0734;0.40700000000000003;0.8340000000000001;6;0.24100000000000002;1;0.20800000000000002;121.38;4;0.71
Shop Around;54;170760;0.8;0.5579999999999999;0.6859999999999999;7;0.815;1;0.0289;132.075;4;0.8859999999999999
I Fought The Law;57;138360;0.105;0.593;0.804;7;0.047;1;0.0319;148.959;4;0.9620000000000001
The Times They Are A-Changin';70;192053;0.887;0.389;0.396;7;0.0828;1;0.0332;171.86;3;0.585
Honky Tonk Women;57;179386;0.381;0.562;0.768;7;0.168;1;0.0606;119.544;4;0.966
The End - Remastered;49;710826;0.285;0.35100000000000003;0.228;0;0.12300000000000001;1;0.0307;104.551;4;0.0329
She Loves You - Mono / Remastered;67;140920;0.26;0.377;0.9159999999999999;4;0.07400000000000001;0;0.0481;75.533;4;0.912
Heartbreaker;64;254133;0.0746;0.40299999999999997;0.7090000000000001;9;0.132;1;0.0885;97.161;4;0.654
Brown Eyed Girl;80;183306;0.182;0.491;0.583;7;0.40700000000000003;1;0.0376;150.572;4;0.907
Gimme Shelter;75;270773;0.447;0.634;0.63;1;0.17;0;0.031;11.862.799.999.999.900;4;0.489
Touch Me;63;190253;0.405;0.425;0.903;1;0.11699999999999999;1;0.0732;10.874.799.999.999.900;4;0.769
Surf City - Remastered 1990 / Stereo Remix;47;163026;0.595;0.469;0.647;8;0.33899999999999997;1;0.0315;147.878;4;0.9420000000000001
White Rabbit;70;150640;0.486;0.551;0.293;2;0.0864;1;0.0272;10.679.799.999.999.900;4;0.322
Green River;60;154120;0.0356;0.7040000000000001;0.773;9;0.08199999999999999;1;0.0279;141.655;4;0.972
I Get Around (Mono) - Mono;66;134386;0.36;0.39;0.625;9;0.0663;0;0.0537;144.338;4;0.514
Mr. Tambourine Man;61;149466;0.513;0.456;0.47;2;0.444;1;0.0294;120.336;4;0.639
With A Little Help From My Friends - Remastered 2009;67;164106;0.365;0.705;0.515;4;0.389;1;0.0337;112.035;4;0.8029999999999999
Hush - 2014 Remastered Version;38;252040;0.0176;0.585;0.6759999999999999;5;0.129;1;0.0471;109.309;4;0.474
For Your Love;53;149733;0.387;0.33799999999999997;0.6679999999999999;2;0.111;1;0.0421;12.709.700.000.000.000;5;0.561
Street Fighting Man;58;194733;0.0154;0.57;0.754;0;0.184;1;0.031;12.795.700.000.000.000;4;0.708
Blowin' In the Wind;68;165426;0.914;0.38;0.0993;2;0.0605;1;0.0509;17.487.400.000.000.000;4;0.44
In My Room - Remastered;50;134133;0.184;0.341;0.41600000000000004;11;0.0917;1;0.0265;10.288.600.000.000.000;3;0.499
I'm A Man;14;176160;0.038;0.55;0.929;9;0.135;1;0.0815;129.011;4;0.643
Gloria - Stereo Version;52;156106;0.528;0.6459999999999999;0.813;9;0.17800000000000002;1;0.0434;129.378;4;0.711
Itchycoo Park;49;172746;0.395;0.601;0.596;9;0.451;1;0.0734;128.168;4;0.503
Wild Thing;54;158250;0.721;0.42100000000000004;0.664;11;0.0851;0;0.0665;201.583;4;0.574
Care Of Cell 44;52;235826;0.265;0.42100000000000004;0.58;7;0.0973;1;0.0285;129.959;4;0.40299999999999997
See Emily Play - 2016 Remastered Version;33;174573;0.21100000000000002;0.43799999999999994;0.754;2;0.124;1;0.0381;123.744;4;0.435
Alone Again Or - 2015 Remastered Version;58;197274;0.664;0.318;0.303;11;0.113;0;0.0302;17.425.400.000.000.000;4;0.226
Psychotic Reaction - Rarities Version;8;189848;0.000288;0.355;0.7609999999999999;11;0.18899999999999997;1;0.0978;165.209;4;0.685
Slip Inside This House - Stereo LP Version;43;482278;0.10099999999999999;0.555;0.6940000000000001;9;0.12300000000000001;0;0.0426;12.742.299.999.999.900;4;0.602
I Had Too Much To Dream (Last Night);49;178266;0.354;0.341;0.7140000000000001;2;0.31;0;0.0404;14.760.399.999.999.900;4;0.41200000000000003
96 Tears;30;177426;0.0586;0.68;0.507;7;0.0754;1;0.0336;123.47;4;0.8540000000000001
Have Love Will Travel;55;160400;0.727;0.506;0.948;10;0.0904;1;0.105;130.195;4;0.934
Kick out the Jams;40;181760;0.0565;0.32899999999999996;0.8059999999999999;1;0.355;1;0.0596;142.625;4;0.619
I Hate You;42;213706;0.441;0.65;0.7979999999999999;9;0.13699999999999998;0;0.0541;110.646;4;0.46399999999999997
I Wanna Be Your Dog;62;188560;0.0229;0.527;0.871;4;0.419;1;0.0354;12.072.200.000.000.000;4;0.107
I'm Waiting For The Man - Album Version (Stereo);16;279520;0.025;0.682;0.621;7;0.153;1;0.0451;125.91;4;0.861
Eight Miles High;56;214640;0.21;0.364;0.768;9;0.503;1;0.0757;130.602;4;0.37
Wipe Out;42;166092;0.111;0.46;0.955;11;0.9520000000000001;1;0.0487;16.007.299.999.999.900;4;0.726
More Than Words;69;334106;0.46799999999999997;0.615;0.129;6;0.114;1;0.0286;9.176.899.999.999.990;4;0.249
Free Fallin';73;256000;0.21899999999999997;0.63;0.449;5;0.0622;1;0.0252;8.437.799.999.999.990;4;0.623
Landslide;77;199493;0.883;0.414;0.161;7;0.11699999999999999;0;0.0318;159.375;4;0.423
Lean on Me;69;258834;0.782;0.619;0.22;0;0.124;1;0.0667;75.16;4;0.423
Hotel California - Remastered;83;391376;0.0057399999999999994;0.579;0.508;2;0.0575;1;0.027000000000000003;147.125;4;0.609
Fast Car;79;296800;0.313;0.711;0.292;4;0.131;0;0.037000000000000005;10.395.100.000.000.000;4;0.19399999999999998
You're So Vain;74;258411;0.157;0.659;0.6779999999999999;0;0.0784;1;0.0313;106.186;4;0.647
Dust in the Wind;76;206266;0.36700000000000005;0.475;0.322;7;0.11;1;0.0283;9.350.299.999.999.990;4;0.387
Ooh La La;64;214080;0.579;0.601;0.574;2;0.21600000000000003;1;0.03;147.964;4;0.8
You've Got A Friend;53;268706;0.6809999999999999;0.695;0.282;9;0.0767;1;0.0295;91.681;4;0.445
Redemption Song;71;233560;0.578;0.684;0.248;0;0.0643;1;0.0435;11.600.200.000.000.000;4;0.621
Crazy Love;54;155453;0.841;0.575;0.188;9;0.228;1;0.0959;77.464;4;0.33399999999999996
I'm on Fire;72;155880;0.589;0.62;0.446;1;0.0727;0;0.0347;8.859.100.000.000.000;4;0.868
Heart Of Gold;70;187013;0.18899999999999997;0.541;0.45899999999999996;4;0.099;0;0.0297;171.165;4;0.8029999999999999
Wildflowers - Remastered;13;216573;0.762;0.609;0.368;10;0.335;1;0.0294;9.037.299.999.999.990;4;0.618
Rocket Man (I Think It's Going To Be A Long; Long Time);80;281613;0.386;0.602;1,44E+11;10;-9.031;1;0.0285;136.637;4
In The Air Tonight - 2015 Remastered;77;336453;0.551;0.446;0.239;0;0.0697;1;0.0316;189.507;4;0.298
Wicked Game - Remastered;65;286880;0.743;0.664;0.5529999999999999;9;0.0838;1;0.0264;112.52;4;0.287
Hallelujah;64;277160;0.715;0.28;0.344;0;0.133;1;0.0293;171.143;3;0.23199999999999998
My Sweet Lord;78;281226;0.0794;0.5379999999999999;0.7040000000000001;1;0.0867;0;0.0332;120.963;4;0.583
A Horse with No Name;77;252239;0.6859999999999999;0.654;0.506;11;0.155;0;0.0535;123.179;4;0.831
Jolene;76;161533;0.5660000000000001;0.674;0.537;1;0.131;0;0.0363;11.057.799.999.999.900;4;0.809
Let It Be - Remastered 2009;78;243026;0.631;0.44299999999999995;0.40299999999999997;0;0.111;1;0.0322;14.346.200.000.000.000;4;0.41
Maggie May;34;350266;0.5589999999999999;0.605;0.574;2;0.0684;1;0.0377;12.944.899.999.999.900;4;0.5429999999999999
Me and Julio Down by the Schoolyard;71;164813;0.237;0.626;0.816;9;0.10400000000000001;1;0.13;105.33;4;0.7979999999999999
Where You Lead;62;200146;0.763;0.784;0.45899999999999996;0;0.0684;1;0.0304;10.695.700.000.000.000;4;0.9309999999999999
Me and Bobby McGee;69;271333;0.302;0.45299999999999996;0.46399999999999997;2;0.152;1;0.0431;93.19;4;0.6579999999999999
If You Could Read My Mind;60;229560;0.68;0.603;0.252;2;0.147;1;0.0337;122.631;4;0.179
Pink Moon;64;123173;0.851;0.456;0.26;3;0.142;1;0.0548;82.321;4;0.491
Walkin' Back to Georgia;59;170759;0.621;0.6609999999999999;0.518;6;0.0953;0;0.0319;127.266;4;0.7759999999999999
Going To California;55;212160;0.943;0.503;0.265;2;0.0867;1;0.0333;78.044;4;0.522
My My; Hey Hey (Out of the Blue);67;227705;0.856;0.502;0.000375;7;-13.697.000.000.000.000;0;0.0294;127.182;4
I Walk the Line;71;176533;0.877;0.713;0.258;9;0.0967;1;0.0384;98.805;4;0.56
Across The Universe - Remastered 2009;66;228133;0.361;0.257;0.41200000000000003;1;0.0702;1;0.0287;152.126;4;0.858
Wild World;75;200160;0.354;0.483;0.503;0;0.11599999999999999;1;0.0341;151.862;4;0.598
California;62;230226;0.905;0.46399999999999997;0.32799999999999996;4;0.135;1;0.0407;70.859;3;0.784
Dreams (Sessions; Roughs & Outtakes) - 2004 Remastered Edition;49;261546;0.405;0.872;0.0126;0;-14.415;1;0.0436;11.952.799.999.999.900;4
Tangled up in Blue;63;341626;0.414;0.42100000000000004;0.6609999999999999;9;0.0962;1;0.0433;100.965;4;0.5539999999999999
Imagine - Remastered 2010;77;187866;0.907;0.547;0.257;0;0.0935;1;0.0252;75.752;4;0.16899999999999998
Maybe Iâ€™m Amazed - Remastered 2011;65;229826;0.387;0.47100000000000003;0.494;7;0.617;1;0.0312;79.255;4;0.373
Tom's Diner;46;129106;0.589;0.7120000000000001;0.16699999999999998;1;0.157;0;0.8909999999999999;96.637;4;0.376
Easy;58;260893;0.233;0.575;0.43200000000000005;10;0.0743;0;0.0314;132.145;4;0.348
Up Where We Belong;62;233240;0.597;0.573;0.429;2;0.0839;1;0.0294;139.097;4;0.361
Life On Mars? - 2015 Remastered Version;71;235986;0.639;0.442;0.384;10;0.0539;1;0.0414;123.281;4;0.21600000000000003
Personal Jesus - Acoustic Version;45;207866;0.9179999999999999;0.667;0.266;9;0.136;0;0.0362;138.178;4;0.349
Wuthering Heights;66;269066;0.366;0.48100000000000004;0.392;1;0.124;1;0.0312;124.572;4;0.52
Stuck In The Middle With You - Remastered;63;201334;0.11900000000000001;0.8370000000000001;0.496;7;0.115;1;0.0402;12.501.700.000.000.000;4;0.9640000000000001
Just The Two Of Us (feat. Bill Withers);65;237106;0.5760000000000001;0.8029999999999999;0.488;1;0.0763;1;0.0803;95.771;4;0.624
(You Make Me Feel Like) A Natural Woman;62;229066;0.953;0.624;0.158;9;0.11199999999999999;1;0.0289;85.492;3;0.303
Cecilia;68;174826;0.35700000000000004;0.755;0.8759999999999999;0;0.22;1;0.0362;102.762;4;0.9540000000000001
Our House;67;179760;0.8959999999999999;0.593;0.205;9;0.11900000000000001;1;0.0479;140.279;4;0.377
And It Stoned Me;50;272160;0.35;0.593;0.46799999999999997;7;0.0919;1;0.0285;75.798;4;0.597
Famous Blue Raincoat;58;310773;0.948;0.474;0.0404;9;0.111;0;0.0387;119.415;3;0.18
All Things Must Pass;59;226866;0.494;0.508;0.56;9;0.106;1;0.0304;122.514;4;0.386
Stand By Me - Remastered;63;211666;0.29;0.632;0.556;9;0.0779;1;0.0288;10.499.600.000.000.000;4;0.633
Baby; I Love Your Way;50;309760;0.614;0.7490000000000001;0.000138;0;-12.847.000.000.000.000;1;0.0383;132.153;4
Solsbury Hill;21;262600;0.37799999999999995;0.6779999999999999;0.622;11;0.363;1;0.0301;102.229;1;0.47100000000000003
Boulder To Birmingham - Remastered;48;213026;0.78;0.47600000000000003;0.318;10;0.10400000000000001;1;0.0304;126.495;4;0.311
Something On Your Mind;53;203333;0.55;0.41;0.598;2;0.092;1;0.0405;76.445;4;0.262
You're The Inspiration - 2006 Remastered Version;72;229240;0.368;0.583;0.602;11;0.22;1;0.0274;74.008;4;0.38799999999999996
Ripple;44;250333;0.345;0.6;0.363;7;0.25;1;0.037000000000000005;12.576.100.000.000.000;4;0.75
You Are So Beautiful;53;159640;0.83;0.387;0.19399999999999998;1;0.131;1;0.031;121.7;4;0.0862
Blue Bayou;63;239399;0.7390000000000001;0.732;0.161;11;0.105;1;0.0306;95.21;4;0.5
Bohemian Rhapsody - Remastered 2011;59;354320;0.28800000000000003;0.392;0.402;0;0.243;0;0.0536;14.388.299.999.999.900;4;0.228
Stairway To Heaven;80;482830;0.58;0.33799999999999997;0.34;9;0.11599999999999999;0;0.0339;8.243.299.999.999.990;4;0.19699999999999998
Hotel California - Remastered;83;391376;0.0057399999999999994;0.579;0.508;2;0.0575;1;0.027000000000000003;147.125;4;0.609
London Calling - Remastered;71;200480;0.12300000000000001;0.6509999999999999;0.8009999999999999;0;0.0825;1;0.0513;133.763;4;0.7759999999999999
Riders On The Storm;74;434720;0.25;0.5489999999999999;0.722;11;0.11;0;0.0283;103.885;4;0.716
Rock And Roll All Nite;74;168826;0.0551;0.657;0.932;1;0.047;1;0.0992;144.751;4;0.888
Who Are You;63;381626;0.299;0.653;0.631;9;0.0627;1;0.0461;156.32;4;0.516
Changes - 2015 Remastered Version;65;217746;0.505;0.547;0.308;0;0.109;1;0.0377;114.719;4;0.41
Who'll Stop The Rain;66;147493;0.0424;0.598;0.797;7;0.0717;1;0.0332;123.566;4;0.622
Me and Bobby McGee;69;271333;0.302;0.45299999999999996;0.46399999999999997;2;0.152;1;0.0431;93.19;4;0.6579999999999999
Wild Horses;68;341773;0.669;0.371;0.40399999999999997;7;0.0805;1;0.0255;7.438.600.000.000.000;4;0.153
Imagine - Remastered 2010;77;187866;0.907;0.547;0.257;0;0.0935;1;0.0252;75.752;4;0.16899999999999998
Let It Be - Remastered 2009;78;243026;0.631;0.44299999999999995;0.40299999999999997;0;0.111;1;0.0322;14.346.200.000.000.000;4;0.41
Dream On;79;266960;0.38799999999999996;0.307;0.433;1;0.332;1;0.028999999999999998;160.9;4;0.22399999999999998
Roxanne - Remastered 2003;68;191946;0.026000000000000002;0.608;0.746;0;0.043;1;0.354;134.03;4;0.745
Highway to Hell;83;208400;0.0591;0.573;0.9129999999999999;6;0.156;0;0.132;115.715;4;0.42200000000000004
Bang a Gong (Get It On) - Remastered Version;62;267000;0.157;0.7290000000000001;0.818;2;0.195;1;0.0732;125.811;4;0.907
Smoke On the Water;63;342173;0.0983;0.632;0.586;0;0.0535;1;0.0284;114.243;4;0.89
Black Magic Woman;64;196466;0.6759999999999999;0.489;0.349;2;0.0866;0;0.0323;124.348;4;0.622
Message In A Bottle - Remastered 2003;67;290280;0.0338;0.5820000000000001;0.81;1;0.20199999999999999;0;0.0396;151.006;4;0.875
Free Bird;71;547106;0.0765;0.252;0.8440000000000001;0;0.084;1;0.0572;11.815.799.999.999.900;4;0.35100000000000003
Cocaine;69;221640;0.0607;0.6990000000000001;0.502;9;0.317;1;0.0278;105.266;4;0.6759999999999999
Lola - Coca Cola Version;67;241040;0.5820000000000001;0.474;0.917;9;0.201;1;0.0395;152.113;4;0.902
Black Dog;72;295386;0.396;0.43700000000000006;0.8640000000000001;4;0.242;0;0.0904;8.139.399.999.999.990;4;0.7490000000000001
Blitzkrieg Bop - 2016 Remastered Version;70;134466;0.000269;0.385;0.7829999999999999;9;0.10800000000000001;1;0.233;176.701;4;0.902
I Want You to Want Me;66;191226;0.78;0.8059999999999999;0.462;2;0.15;1;0.0298;92.726;4;0.736
Black Diamond;52;313466;0.0889;0.321;0.627;8;0.0699;0;0.0542;132.855;4;0.141
Blinded By The Light;63;428133;0.29100000000000004;0.456;0.696;5;0.0853;1;0.0653;142.156;4;0.508
American Girl;72;214733;0.44799999999999995;0.55;0.8240000000000001;2;0.366;1;0.0334;114.512;4;0.777
